OTU,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU1145,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU1146,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,?,k_Bacteria|p_Verrucomicrobiota|c_Lentisphaeria|o_Oligosphaerales|f_Oligosphaeraceae|g_Z20
OTU1147,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Bilophila
OTU1148,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1149,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,Bacteroidales bacterium,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group|s_Bacteroidales bacterium
OTU1150,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Blautia
OTU1151,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium
OTU1152,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1153,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella
OTU1154,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,?,k_Bacteria|p_Acidobacteriota|c_Thermoanaerobaculia|o_Thermoanaerobaculales|f_Thermoanaerobaculaceae|g_Subgroup 10
OTU1155,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Spirosomaceae|g_Dyadobacter
OTU1156,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_Aquicella
OTU1157,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1158,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae
OTU1159,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,?,k_Bacteria|p_Acidobacteriota|c_Blastocatellia|o_Pyrinomonadales|f_Pyrinomonadaceae|g_RB41
OTU1160,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae ND3007 group,metagenome,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae ND3007 group|s_metagenome
OTU1161,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Crocinitomicaceae|g_Fluviicola
OTU1162,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azoarcus
OTU1163,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus respiraculi,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus respiraculi
OTU1164,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus
OTU1165,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,gut metagenome,k_Bacteria|p_Firmicutes|c_Bacilli|o_Mycoplasmatales|f_Mycoplasmataceae|g_Ureaplasma|s_gut metagenome
OTU1166,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1167,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium
OTU1168,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Pseudogulbenkiania,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Chromobacteriaceae|g_Pseudogulbenkiania
OTU1169,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,?,?,?,k_Bacteria|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales
OTU1170,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella|s_Alloprevotella tannerae
OTU1171,Bacteria,Proteobacteria,Gammaproteobacteria,?,?,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria
OTU1172,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Geobacter bemidjiensis,k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_Geobacterales|f_Geobacteraceae|g_Citrifermentans|s_Geobacter bemidjiensis
OTU1173,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_[Eubacterium] nodatum group
OTU1174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,?,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales
OTU1175,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Dubosiella
OTU1176,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter soli,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Rhodanobacter|s_Rhodanobacter soli
OTU1177,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU1178,Bacteria,Firmicutes,Bacilli,RF39,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured rumen bacterium
OTU1179,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Merdibacter
OTU1180,Bacteria,Firmicutes,Incertae Sedis,DTU014,?,?,?,k_Bacteria|p_Firmicutes|c_Incertae Sedis|o_DTU014
OTU1181,Bacteria,Firmicutes,Clostridia,Oscillospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales
OTU1182,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae
OTU1183,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus
OTU1184,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1185,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1186,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1187,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,?,k_Bacteria|p_Acidobacteriota|c_Vicinamibacteria|o_Vicinamibacterales|f_Vicinamibacteraceae|g_uncultured Acidobacteria bacterium
OTU1188,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae
OTU1189,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Geobacter bremensis,k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_Geobacterales|f_Geobacteraceae|g_Citrifermentans|s_Geobacter bremensis
OTU1190,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU1191,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium
OTU1192,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,gut metagenome,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010|g_gut metagenome
OTU1193,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,?,?,?,k_Bacteria|p_Acidobacteriota|c_Vicinamibacteria|o_Subgroup 17
OTU1194,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_Anaerovorax
OTU1195,Bacteria,Verrucomicrobiota,?,?,?,?,?,k_Bacteria|p_Verrucomicrobiota
OTU1196,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,Alloprevotella sp.,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-003|s_Alloprevotella sp.
OTU1197,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU1198,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella
OTU1199,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Aeromonadaceae
OTU1200,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU1201,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae|g_Serratia|s_Serratia marcescens
OTU1202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae
OTU1203,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Halomonadaceae|g_Halomonas
OTU1204,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales UCG-001,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidales UCG-001
OTU1205,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1206,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU1207,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Cutibacterium|s_Cutibacterium acnes
OTU1208,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Nitrosospira sp. Nsp65,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosospira|s_Nitrosospira sp. Nsp65
OTU1209,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,?,?,?,k_Bacteria|p_Cyanobacteria|c_Cyanobacteriia|o_Chloroplast
OTU1210,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Monoglobales|f_Monoglobaceae|g_Monoglobus
OTU1211,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides
OTU1212,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1213,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU1214,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,uncultured organism,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_uncultured organism
OTU1215,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas
OTU1216,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU1217,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Succinivibrionaceae
OTU1218,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1219,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,Ketogulonicigenium robustum,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Ketogulonicigenium|s_Ketogulonicigenium robustum
OTU1220,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Megamonas
OTU1221,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU1222,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,uncultured rumen bacterium,?,?,k_Bacteria|p_Verrucomicrobiota|c_Kiritimatiellae|o_WCHB1-41|f_uncultured rumen bacterium
OTU1223,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1224,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae
OTU1225,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_F082
OTU1226,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU1227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Vibrionaceae|g_Vibrio|s_Vibrio parahaemolyticus
OTU1228,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1229,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae
OTU1230,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Weissella
OTU1231,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides
OTU1232,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Selenomonas
OTU1233,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1234,Bacteria,Desulfobacterota,?,?,?,?,?,k_Bacteria|p_Desulfobacterota
OTU1235,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU1236,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae
OTU1237,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU1238,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU1239,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,gut metagenome,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum|s_gut metagenome
OTU1240,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU1241,Bacteria,Firmicutes,Bacilli,RF39,uncultured Paenibacillaceae bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured Paenibacillaceae bacterium
OTU1242,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_Enterorhabdus
OTU1243,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU1244,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella
OTU1245,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU1246,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae
OTU1247,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,?,k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas
OTU1248,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,?,?,k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Puniceicoccaceae
OTU1249,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Ligilactobacillus
OTU1250,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU1251,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae
OTU1252,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Allisonella,Allisonella histaminiformans,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Veillonellaceae|g_Allisonella|s_Allisonella histaminiformans
OTU1253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1254,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Subdoligranulum
OTU1255,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,?,?,k_Bacteria|p_Armatimonadota|c_Fimbriimonadia|o_Fimbriimonadales|f_Fimbriimonadaceae
OTU1256,Bacteria,?,?,?,?,?,?,k_Bacteria
OTU1257,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,uncultured rumen bacterium,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_p-251-o5|g_uncultured rumen bacterium
OTU1258,Bacteria,Desulfobacterota,?,?,?,?,?,k_Bacteria|p_Desulfobacterota
OTU1259,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Mitsuokella
OTU1260,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-001
OTU1261,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae
OTU1262,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae UCG-010
OTU1263,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,uncultured Steroidobacter sp.,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Steroidobacterales|f_Steroidobacteraceae|g_Steroidobacter|s_uncultured Steroidobacter sp.
OTU1264,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae
OTU1265,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU1266,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU1267,Bacteria,Firmicutes,?,?,?,?,?,k_Bacteria|p_Firmicutes
OTU1268,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU1269,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae
OTU1270,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-001
OTU1271,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Staphylococcales|f_Staphylococcaceae|g_Staphylococcus
OTU1272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
