pathway	description	#SampleID	Abundance	Group	relative_abundance
PWY-5747	2-methylcitrate cycle II	BA10	892.5744593727737	CMC	8.773967323202614e-05
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	BA10	2275.130171278485	CMC	0.00022364428613448506
PWY-5838	superpathway of menaquinol-8 biosynthesis I	BA10	7087.516922176323	CMC	0.0006966997680117294
PWY-5840	superpathway of menaquinol-7 biosynthesis	BA10	7078.475521160563	CMC	0.0006958110023044516
PWY-5845	superpathway of menaquinol-9 biosynthesis	BA10	4980.231740017194	CMC	0.0004895545698181136
PWY-5850	superpathway of menaquinol-6 biosynthesis I	BA10	4980.231740017194	CMC	0.0004895545698181136
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	BA10	6846.494680319667	CMC	0.0006730073886028296
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	BA10	6846.494680319667	CMC	0.0006730073886028296
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	BA10	6846.494680319667	CMC	0.0006730073886028296
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	BA10	3428.688281978198	CMC	0.0003370385364674714
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	BA10	4947.90770880005	CMC	0.00048637713189486517
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	BA10	3428.688281978198	CMC	0.0003370385364674714
PWY-5863	superpathway of phylloquinol biosynthesis	BA10	2589.1817673599567	CMC	0.0002545154186532755
PWY-5896	superpathway of menaquinol-10 biosynthesis	BA10	4980.231740017194	CMC	0.0004895545698181136
PWY-5897	superpathway of menaquinol-11 biosynthesis	BA10	6310.569996245223	CMC	0.0006203262300015499
PWY-5898	superpathway of menaquinol-12 biosynthesis	BA10	6310.569996245223	CMC	0.0006203262300015499
PWY-5899	superpathway of menaquinol-13 biosynthesis	BA10	6310.569996245223	CMC	0.0006203262300015499
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	BA10	20243.05492342315	CMC	0.0019898833151098813
PWY-5913	TCA cycle VI (obligate autotrophs)	BA10	34225.13001343171	CMC	0.0033643150912163627
PWY-5918	superpathay of heme biosynthesis from glutamate	BA10	16641.547743768704	CMC	0.0016358567576978175
PWY-5920	superpathway of heme biosynthesis from glycine	BA10	10418.15681855318	CMC	0.0010241001916884375
PWY-5941	glycogen degradation II (eukaryotic)	BA10	63.95937391430161	CMC	6.28717807062201e-06
PWY-5971	palmitate biosynthesis II (bacteria and plants)	BA10	52378.48294100901	CMC	0.005148781627543809
PWY-5973	cis-vaccenate biosynthesis	BA10	90136.77310637476	CMC	0.008860404793679715
PWY-5989	stearate biosynthesis II (bacteria and plants)	BA10	42143.931046729725	CMC	0.004142729718427677
PWY-6071	superpathway of phenylethylamine degradation	BA10	283.6171382925684	CMC	2.7879438824945808e-05
PWY-6107	chlorosalicylate degradation	BA10	0.0	CMC	0.0
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	BA10	80850.5287346945	CMC	0.007947571093176429
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	BA10	80718.69459133399	CMC	0.00793461185539205
PWY-6123	inosine-5'-phosphate biosynthesis I	BA10	81532.78639645361	CMC	0.008014636718541572
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	BA10	63679.05003921395	CMC	0.006259622358108558
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	BA10	91614.80273828188	CMC	0.00900569445054701
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	BA10	30.320261822410128	CMC	2.9804682810184485e-06
PWY-6143	CMP-pseudaminate biosynthesis	BA10	26.02707548177902	CMC	2.558449969049414e-06
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	BA10	62385.80626419248	CMC	0.006132497068965205
PWY-6148	tetrahydromethanopterin biosynthesis	BA10	31.10389450126853	CMC	3.0574990255742465e-06
PWY-6151	S-adenosyl-L-methionine cycle I	BA10	60866.622149509225	CMC	0.005983161944705364
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	BA10	75216.48635038725	CMC	0.007393747227185599
PWY-6165	chorismate biosynthesis II (archaea)	BA10	66.9636743404457	CMC	6.582499469204212e-06
PWY-6167	flavin biosynthesis II (archaea)	BA10	101.97122779211018	CMC	1.0023726437159533e-05
PWY-6174	mevalonate pathway II (archaea)	BA10	120.8394262821469	CMC	1.1878461975028463e-05
PWY-6182	superpathway of salicylate degradation	BA10	417.4759425816033	CMC	4.1037699880054715e-05
PWY-6185	4-methylcatechol degradation (ortho cleavage)	BA10	354.6949681339832	CMC	3.486635795403412e-05
PWY-621	sucrose degradation III (sucrose invertase)	BA10	47703.51478777101	CMC	0.004689234332830189
PWY-6210	2-aminophenol degradation	BA10	49.461915123316224	CMC	4.862084305436663e-06
PWY-6263	superpathway of menaquinol-8 biosynthesis II	BA10	5849.7761655128015	CMC	0.0005750304009407375
PWY-6269	adenosylcobalamin salvage from cobinamide II	BA10	36887.187664328274	CMC	0.0036259941768789876
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	BA10	80718.69459133399	CMC	0.00793461185539205
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	BA10	41556.991692075535	CMC	0.0040850338403487065
PWY-6317	galactose degradation I (Leloir pathway)	BA10	63264.69795982744	CMC	0.006218891732594212
PWY-6338	superpathway of vanillin and vanillate degradation	BA10	70.29426756910696	CMC	6.909895305465188e-06
PWY-6339	syringate degradation	BA10	155.6449330518626	CMC	1.5299827843816485e-05
PWY-6349	CDP-archaeol biosynthesis	BA10	61.84589661418419	CMC	6.079424189981156e-06
PWY-6350	archaetidylinositol biosynthesis	BA10	58.17100020968756	CMC	5.718183504337224e-06
PWY-6353	purine nucleotides degradation II (aerobic)	BA10	26535.260011552367	CMC	0.0026084042827939696
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	BA10	244.34846939837	CMC	2.4019346100071347e-05
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	BA10	82244.5144140742	CMC	0.008084599266808965
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	BA10	82468.6974298397	CMC	0.008106636357766346
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	BA10	84298.41680770459	CMC	0.008286496960581473
PWY-6396	superpathway of 2,3-butanediol biosynthesis	BA10	2183.175952085679	CMC	0.00021460522719709128
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	BA10	22.18915570118653	CMC	2.1811841578849923e-06
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	BA10	44578.44	CMC	0.004382040868099693
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	BA10	808.6237201963501	CMC	7.948735282830034e-05
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	BA10	43729.90530096845	CMC	0.004298630283764374
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	BA10	10809.4942169222	CMC	0.0010625684842726745
PWY-6505	L-tryptophan degradation XII (Geobacillus)	BA10	104.9478962818802	CMC	1.031633162865921e-05
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	BA10	26300.454914684426	CMC	0.002585323045978293
PWY-6519	8-amino-7-oxononanoate biosynthesis I	BA10	28876.473306010143	CMC	0.0028385445106093054
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	BA10	24176.218440103825	CMC	0.002376511543262626
PWY-6562	norspermidine biosynthesis	BA10	253.34770403887407	CMC	2.4903966871374856e-05
PWY-6565	superpathway of polyamine biosynthesis III	BA10	0.0	CMC	0.0
PWY-6572	chondroitin sulfate degradation I (bacterial)	BA10	1067.0718492182757	CMC	0.00010489268921194186
PWY-6588	pyruvate fermentation to acetone	BA10	10901.200897533745	CMC	0.0010715832102773878
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	BA10	16376.749323495513	CMC	0.0016098271905024342
PWY-6608	guanosine nucleotides degradation III	BA10	22032.229909042	CMC	0.0021657584221608118
PWY-6609	adenine and adenosine salvage III	BA10	75629.72643858763	CMC	0.0074343685444598516
PWY-6612	superpathway of tetrahydrofolate biosynthesis	BA10	62924.04815184997	CMC	0.006185406007650324
PWY-6628	superpathway of L-phenylalanine biosynthesis	BA10	17290.746501766618	CMC	0.001699672707494769
PWY-6629	superpathway of L-tryptophan biosynthesis	BA10	115.84185829725936	CMC	1.1387203260033416e-05
PWY-6630	superpathway of L-tyrosine biosynthesis	BA10	16937.394741178832	CMC	0.001664938386246411
PWY-6641	superpathway of sulfolactate degradation	BA10	1521.0172637198316	CMC	0.00014951532199658556
PWY-6654	phosphopantothenate biosynthesis III	BA10	93.88507488349433	CMC	9.228861194875194e-06
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	BA10	5.159852653026143	CMC	5.07211225851178e-07
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	BA10	50.72909932454623	CMC	4.986647950041547e-06
PWY-6700	queuosine biosynthesis	BA10	53422.08966391275	CMC	0.00525136770525285
PWY-6703	preQ0 biosynthesis	BA10	44185.03664138396	CMC	0.004343369492540046
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	BA10	6846.494680319667	CMC	0.0006730073886028296
PWY-6713	L-rhamnose degradation II	BA10	36.0911571270504	CMC	3.547744728342722e-06
PWY-6728	methylaspartate cycle	BA10	1839.705676865528	CMC	0.00018084225157497102
PWY-6731	starch degradation III	BA10	6.241578169913228	CMC	6.135443640916697e-07
PWY-6737	starch degradation V	BA10	79321.34841164477	CMC	0.0077972533460704775
PWY-6749	CMP-legionaminate biosynthesis I	BA10	270.96944404657546	CMC	2.663617609360818e-05
PWY-6876	isopropanol biosynthesis	BA10	109.89779387182053	CMC	1.0802904364987055e-05
PWY-6891	thiazole biosynthesis II (Bacillus)	BA10	3782.6745641690113	CMC	0.0003718352309078066
PWY-6892	thiazole biosynthesis I (E. coli)	BA10	30707.30450320991	CMC	0.003018514404771624
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	BA10	14677.549363519627	CMC	0.0014427965885413137
PWY-6897	thiamin salvage II	BA10	56958.22832700641	CMC	0.005598968566497519
PWY-6901	superpathway of glucose and xylose degradation	BA10	34651.47737331503	CMC	0.003406224847480043
PWY-6906	chitin derivatives degradation	BA10	394.02698112457006	CMC	3.8732677375471464e-05
PWY-6944	androstenedione degradation	BA10	48.40244853948656	CMC	4.757939210437207e-06
PWY-6948	sitosterol degradation to androstenedione	BA10	16.196063525283424	CMC	1.592065856726497e-06
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	BA10	57244.601145950495	CMC	0.005627118887507539
PWY-6992	1,5-anhydrofructose degradation	BA10	109.7971861355011	CMC	1.0793014669156541e-05
PWY-7003	glycerol degradation to butanol	BA10	4241.305086117326	CMC	0.0004169184076752172
PWY-7007	methyl ketone biosynthesis	BA10	127.19235752844608	CMC	1.2502952297110405e-05
PWY-7013	L-1,2-propanediol degradation	BA10	2197.5109113845565	CMC	0.00021601434733431967
PWY-7031	protein N-glycosylation (bacterial)	BA10	4.267430018441552	CMC	4.194864769284503e-07
PWY-7046	4-coumarate degradation (anaerobic)	BA10	1.4608567453383694	CMC	1.4360156973891056e-07
PWY-7084	nitrifier denitrification	BA10	3.9924446992431553	CMC	3.9245554208966244e-07
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	BA10	706.2324105994938	CMC	6.942233253616646e-05
PWY-7094	fatty acid salvage	BA10	6955.903199129507	CMC	0.000683762197446364
PWY-7097	vanillin and vanillate degradation I	BA10	70.29426756910696	CMC	6.909895305465188e-06
PWY-7098	vanillin and vanillate degradation II	BA10	78.5482121898048	CMC	7.721254398581266e-06
PWY-7111	pyruvate fermentation to isobutanol (engineered)	BA10	69580.91480450094	CMC	0.00683977304529019
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	BA10	11.983266976869308	CMC	1.1779498256554235e-06
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	BA10	45319.692580519855	CMC	0.004454905667797088
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	BA10	50051.84290790162	CMC	0.004920073944851607
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	BA10	66952.8361804935	CMC	0.006581434082890882
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	BA10	44147.51574315862	CMC	0.00433968120489626
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	BA10	4719.062031855505	CMC	0.00046388170341286943
PWY-7199	pyrimidine deoxyribonucleosides salvage	BA10	63266.415962584346	CMC	0.006219060611502766
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	BA10	47573.16524648535	CMC	0.0046764210307709015
PWY-7208	superpathway of pyrimidine nucleobases salvage	BA10	99401.25994300962	CMC	0.009771099738144023
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	BA10	6388.471202673335	CMC	0.0006279838840208978
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	BA10	34777.41830404987	CMC	0.0034186047850787247
PWY-7219	adenosine ribonucleotides de novo biosynthesis	BA10	94119.48553023668	CMC	0.009251903657418582
PWY-722	nicotinate degradation I	BA10	272.49943288932457	CMC	2.678657331784176e-05
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	BA10	92720.39062567672	CMC	0.009114373249218299
PWY-7221	guanosine ribonucleotides de novo biosynthesis	BA10	83965.68804728409	CMC	0.008253789871097076
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	BA10	92720.39062567672	CMC	0.009114373249218299
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	BA10	60318.76382478308	CMC	0.005929307714524168
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	BA10	93885.46803738164	CMC	0.009228899841727835
PWY-7234	inosine-5'-phosphate biosynthesis III	BA10	33298.24180952455	CMC	0.0032732023921250375
PWY-7237	myo-, chiro- and scillo-inositol degradation	BA10	1924.06	CMC	0.00018913424410266252
PWY-7242	D-fructuronate degradation	BA10	28791.09703391565	CMC	0.0028301520609523845
PWY-7254	TCA cycle VII (acetate-producers)	BA10	2851.1723169530023	CMC	0.0002802689734069327
PWY-7255	ergothioneine biosynthesis I (bacteria)	BA10	27.360444636208644	CMC	2.6895195651809554e-06
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	BA10	62.65439663566748	CMC	6.15889938328086e-06
PWY-7295	L-arabinose degradation IV	BA10	15.925324134071158	CMC	1.565452294724404e-06
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	BA10	9515.238473812313	CMC	0.0009353437191153414
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	BA10	59466.44820075802	CMC	0.005845525466939962
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	BA10	15781.038330546153	CMC	0.0015512690642718989
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	BA10	2749.129324053414	CMC	0.0002702381924915574
PWY-7347	sucrose biosynthesis III	BA10	49.27366320252932	CMC	4.843579225169464e-06
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	BA10	2134.8162151121	CMC	0.0002098514865146274
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	BA10	650.9770683895056	CMC	6.399075691923141e-05
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	BA10	1980.9842568990168	CMC	0.00019472987329286517
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	BA10	1670.4225441587848	CMC	0.0001642017947577093
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	BA10	2052.3257194728994	CMC	0.00020174270740255492
PWY-7385	1,3-propanediol biosynthesis (engineered)	BA10	6.872468726900063	CMC	6.755606258544073e-07
PWY-7391	isoprene biosynthesis II (engineered)	BA10	260.8098405000145	CMC	2.56374915738107e-05
PWY-7392	taxadiene biosynthesis (engineered)	BA10	49337.68420522884	CMC	0.004849872461322323
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	BA10	44764.91562623904	CMC	0.004400371339401155
PWY-7401	crotonate fermentation (to acetate and cyclohexane carboxylate)	BA10	4.3033255003004856	CMC	4.2301498686477777e-07
PWY-7431	aromatic biogenic amine degradation (bacteria)	BA10	2287.668034095357	CMC	0.0002248767524850833
PWY-7446	sulfoglycolysis	BA10	83.01716164834035	CMC	8.16055014703668e-06
PWY-7456	mannan degradation	BA10	7080.845938674292	CMC	0.0006960440132940605
PWY-7527	L-methionine salvage cycle III	BA10	6.614772549630656	CMC	6.502292059943223e-07
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	BA10	6.7790039545417375	CMC	6.663730802112259e-07
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	BA10	63823.05198754058	CMC	0.006273777685721038
PWY-7560	methylerythritol phosphate pathway II	BA10	71522.09264986735	CMC	0.007030589965995476
PWY-7616	methanol oxidation to carbon dioxide	BA10	200.4382673394732	CMC	1.970299272501827e-05
PWY-7644	heparin degradation	BA10	0.0	CMC	0.0
PWY-7663	gondoate biosynthesis (anaerobic)	BA10	97410.42868413682	CMC	0.009575401908927233
PWY-7664	oleate biosynthesis IV (anaerobic)	BA10	45074.13582100472	CMC	0.004430767547314777
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	BA10	69930.55428340947	CMC	0.006874142450896987
PWY-922	mevalonate pathway I	BA10	15352.274283339606	CMC	0.0015091217487168702
PWY0-1061	superpathway of L-alanine biosynthesis	BA10	8358.999497728923	CMC	0.000821685940904907
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	BA10	4806.9534296610655	CMC	0.00047252138881097614
PWY0-1261	anhydromuropeptides recycling	BA10	46022.32050764751	CMC	0.004523973681207642
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	BA10	148.2655863653219	CMC	1.4574441339481711e-05
PWY0-1296	purine ribonucleosides degradation	BA10	38412.211361187015	CMC	0.003775903329475074
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	BA10	37761.74333185251	CMC	0.0037119626108690377
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	BA10	38085.89215580071	CMC	0.003743826296405981
PWY0-1319	CDP-diacylglycerol biosynthesis II	BA10	84630.39680717228	CMC	0.008319130447196506
PWY0-1338	polymyxin resistance	BA10	866.0465147202121	CMC	8.513198804577441e-05
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	BA10	8915.187596918138	CMC	0.0008763589842190703
PWY0-1479	tRNA processing	BA10	7009.803553377124	CMC	0.0006890605783479414
PWY0-1533	methylphosphonate degradation I	BA10	2236.762507875753	CMC	0.00021987276184955574
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	BA10	45553.72687340539	CMC	0.0044779111349233765
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	BA10	72615.3061153433	CMC	0.007138052364483904
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	BA10	49927.9983799727	CMC	0.004907900082718364
PWY0-321	phenylacetate degradation I (aerobic)	BA10	484.6226973642609	CMC	4.76381960754773e-05
PWY0-41	allantoin degradation IV (anaerobic)	BA10	28.84735096471	CMC	2.835681797383989e-06
PWY0-42	2-methylcitrate cycle I	BA10	802.1851393462205	CMC	7.885444318817313e-05
PWY0-781	aspartate superpathway	BA10	22124.034448149323	CMC	0.0021747827676122304
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	BA10	22566.76131892388	CMC	0.002218302622527297
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	BA10	40817.61934338602	CMC	0.004012353866605787
PWY1G-0	mycothiol biosynthesis	BA10	133.17586255116973	CMC	1.3091128185366136e-05
PWY490-3	nitrate reduction VI (assimilatory)	BA10	8957.43999275769	CMC	0.0008805123759784958
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	BA10	66065.3663574065	CMC	0.006494196193140312
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	BA10	66065.3663574065	CMC	0.006494196193140312
PWYG-321	mycolate biosynthesis	BA10	45392.9750321909	CMC	0.004462109300273619
PYRIDNUCSAL-PWY	NAD salvage pathway I	BA10	61025.22341751152	CMC	0.005998752378962788
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	BA10	58261.39668926262	CMC	0.005727069438161518
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	BA10	19933.26353388726	CMC	0.001959430959003843
REDCITCYC	TCA cycle VIII (helicobacter)	BA10	19009.176589019648	CMC	0.0018685936224329073
RHAMCAT-PWY	L-rhamnose degradation I	BA10	7915.743761524658	CMC	0.0007781140987528105
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	BA10	68102.48003197287	CMC	0.006694443563279657
RUMP-PWY	formaldehyde oxidation I	BA10	1310.928228202144	CMC	0.0001288636630426573
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	BA10	19249.393725265825	CMC	0.0018922068603176028
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	BA10	78833.12319512687	CMC	0.007749261023960995
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	BA10	18878.64978132795	CMC	0.0018557628951645774
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	BA10	161.8898071271847	CMC	1.5913696193947125e-05
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	BA10	31251.04655890885	CMC	0.003071964007534244
TCA	TCA cycle I (prokaryotic)	BA10	43928.61847228643	CMC	0.004318163700316077
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	BA10	3828.9726064695697	CMC	0.0003763863079188921
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	BA10	9950.64384475228	CMC	0.0009781438738459475
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	BA10	45931.12170219488	CMC	0.0045150088791056555
THREOCAT-PWY	superpathway of L-threonine metabolism	BA10	435.9176066468121	CMC	4.285050727325893e-05
THRESYN-PWY	superpathway of L-threonine biosynthesis	BA10	73263.25552350667	CMC	0.007201745503746582
TRNA-CHARGING-PWY	tRNA charging	BA10	82484.93541479681	CMC	0.008108232544481219
TRPSYN-PWY	L-tryptophan biosynthesis	BA10	50507.93866223176	CMC	0.00496490795508708
TYRFUMCAT-PWY	L-tyrosine degradation I	BA10	2993.5815264046328	CMC	0.00029426773549485715
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	BA10	6801.488050656202	CMC	0.0006685832568808417
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	BA10	44558.02658486069	CMC	0.004380034238450967
VALDEG-PWY	L-valine degradation I	BA10	305.1322789430967	CMC	2.99943676024788e-05
VALSYN-PWY	L-valine biosynthesis	BA10	71399.30945629581	CMC	0.007018520432558544
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	BA2	87366.29660839029	CMC	0.007742478960354957
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	BA2	3.410935174358595	CMC	3.0228011084162025e-07
AEROBACTINSYN-PWY	aerobactin biosynthesis	BA2	0.0	CMC	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	BA2	325.07879570756955	CMC	2.880877219169744e-05
ANAEROFRUCAT-PWY	homolactic fermentation	BA2	67758.29289531536	CMC	0.006004800220422367
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	BA2	104278.7904555806	CMC	0.009241279217002534
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	BA2	14909.783963882886	CMC	0.0013213183244019382
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	BA2	16.12746761566639	CMC	1.4292305333463259e-06
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	BA2	2289.9275764976587	CMC	0.00020293541983633826
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	BA2	45847.10018108923	CMC	0.004063010821398139
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	BA2	41443.73043593917	CMC	0.0036727802756385316
ARO-PWY	chorismate biosynthesis I	BA2	78885.95336767234	CMC	0.006990943394962324
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	BA2	95416.25636634648	CMC	0.008455873558469287
AST-PWY	L-arginine degradation II (AST pathway)	BA2	814.021955791397	CMC	7.213935019166893e-05
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	BA2	31611.20802399584	CMC	0.0028014133886692287
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	BA2	78153.00056572918	CMC	0.006925988465335226
CALVIN-PWY	Calvin-Benson-Bassham cycle	BA2	106363.72104868836	CMC	0.009426047621726089
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	BA2	1.521182795698925	CMC	1.3480857318864283e-07
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	BA2	0.0	CMC	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	BA2	9346.24139252942	CMC	0.0008282722302447716
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	BA2	0.0	CMC	0.0
COA-PWY	coenzyme A biosynthesis I	BA2	96862.14328467668	CMC	0.008584009343993117
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	BA2	56924.11342728865	CMC	0.00504466559368061
CODH-PWY	reductive acetyl coenzyme A pathway	BA2	2338.033042414264	CMC	0.0002071985690391353
COLANSYN-PWY	colanic acid building blocks biosynthesis	BA2	44878.7982418116	CMC	0.0039771990417626505
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	BA2	82992.34981144832	CMC	0.0073548559024516095
CRNFORCAT-PWY	creatinine degradation I	BA2	165.50946198032204	CMC	1.4667595822062656e-05
DAPLYSINESYN-PWY	L-lysine biosynthesis I	BA2	51281.1835649652	CMC	0.00454458412714398
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	BA2	74.74596985392537	CMC	6.624054371440135e-06
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	BA2	88458.79539716057	CMC	0.00783929717532614
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	BA2	2.234855200865599	CMC	1.9805485689409448e-07
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	BA2	93507.24866732975	CMC	0.00828669559718927
ECASYN-PWY	enterobacterial common antigen biosynthesis	BA2	16.5909824610164	CMC	1.4703076314637018e-06
ENTBACSYN-PWY	enterobactin biosynthesis	BA2	35.22868773325938	CMC	3.1219976600161973e-06
FAO-PWY	fatty acid &beta;-oxidation I	BA2	5163.909632862702	CMC	0.0004576302674797607
FASYN-ELONG-PWY	fatty acid elongation -- saturated	BA2	99932.43621191544	CMC	0.008856101435727607
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	BA2	32787.338945981945	CMC	0.0029056431577175576
FERMENTATION-PWY	mixed acid fermentation	BA2	32757.477689416584	CMC	0.0029029968265845874
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	BA2	88842.32713404654	CMC	0.007873286099187459
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	BA2	2407.886330601358	CMC	0.00021338902960683491
